validador_diario_24hs,carr,carros_sales_force,territorio,empresa,modalidade,v,caixas_enviadas,caixas_retornadas,pct_caixas_retornadas,objetivo_de_retorno,situacao_dia,data,obs
BR0219544R46224,C470003,BR0219544,TD Curitiba,FADEL,M1,R,18.0,,,12.6,,2026-07-21,
BR0219545R46224,C470010,BR0219545,TD Curitiba,FADEL,M1,R,25.0,,,17.5,,2026-07-21,
BR0219549R46224,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075703R46224,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075865R46224,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075849R46224,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075512R46224,C470902,BR0075512,TD Curitiba,FADEL,M1,R,22.0,0,0.0,15.399999999999999,-15.399999999999999,2026-07-21,
BR0075841R46224,C470743,BR0075841,TD Curitiba,FADEL,M1,R,34.0,,,23.799999999999997,,2026-07-21,
BR0075785R46224,C470904,BR0075785,TD Curitiba,FADEL,M1,R,32.0,0,0.0,22.4,-22.4,2026-07-21,
BR0075542R46224,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0422998R46224,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0422999R46224,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0423000R46224,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0423001R46224,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0423002R46224,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075882R46224,C470870,BR0075882,TD Curitiba,FADEL,M1,R,27.0,,,18.9,,2026-07-21,
BR0219552R46224,C470023,BR0219552,TD Curitiba,FADEL,M1,R,29.0,,,20.299999999999997,,2026-07-21,
BR0219546R46224,C470014,BR0219546,TD Curitiba,FADEL,M1,R,30.0,,,21.0,,2026-07-21,
BR0219599R46224,C470808,BR0219599,TD Curitiba,FADEL,M1,R,8.0,50,6.25,5.6,44.4,2026-07-21,
BR0219600R46224,C470809,BR0219600,TD Curitiba,FADEL,M1,R,25.0,,,17.5,,2026-07-21,
BR0219601R46224,C470810,BR0219601,TD Curitiba,FADEL,M1,R,33.0,,,23.099999999999998,,2026-07-21,
BR0219603R46224,C470823,BR0219603,TD Curitiba,FADEL,M1,R,29.0,0,0.0,20.299999999999997,-20.299999999999997,2026-07-21,
BR0219605R46224,C470824,BR0219605,TD Curitiba,FADEL,M1,R,20.0,0,0.0,14.0,-14.0,2026-07-21,
BR0219606R46224,C470825,BR0219606,TD Curitiba,FADEL,M1,R,31.0,,,21.7,,2026-07-21,
BR0219609R46224,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0219610R46224,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075562R46224,C470022,BR0075562,TD Curitiba,FADEL,M1,R,19.0,,,13.299999999999999,,2026-07-21,
BR0075684R46224,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075652R46224,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0219608R46224,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075807R46224,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075798R46224,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075774R46224,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075712R46224,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075595R46224,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-21,
BR0075783R46224,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-21,
BR0075507R46224,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,21.0,14,0.6666666666666666,14.7,-0.6999999999999993,2026-07-21,
BR0075522R46224,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,58.0,,,40.599999999999994,,2026-07-21,
BR0075549R46224,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,20.0,,,14.0,,2026-07-21,
BR0075781R46224,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,57.0,0,0.0,39.9,-39.9,2026-07-21,
BR0075802R46224,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,8.0,39,4.875,5.6,33.4,2026-07-21,
BR0442251R46224,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442252R46224,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442186R46224,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-21,
BR0442230R46224,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442231R46224,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442185R46224,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-21,
BR0442702R46224,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-21,
BR0347315R46224,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0347316R46224,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442236R46224,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442237R46224,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-21,
BR0442243R46224,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442232R46224,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442240R46224,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-21,
BR0442242R46224,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442233R46224,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-21,
BR0442234R46224,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442235R46224,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442245R46224,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-21,
BR0442246R46224,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-21,
BR0075485R46225,C470741,BR0075485,TD Curitiba,FADEL,M1,R,28.0,,,19.599999999999998,,2026-07-22,
BR0075488R46225,C470038,BR0075488,TD Curitiba,FADEL,M1,R,39.0,99,2.5384615384615383,27.299999999999997,71.7,2026-07-22,
BR0075494R46225,C470024,BR0075494,TD Curitiba,FADEL,M1,R,40.0,21,0.525,28.0,-7.0,2026-07-22,
BR0075517R46225,C470831,BR0075517,TD Curitiba,FADEL,M1,R,16.0,,,11.2,,2026-07-22,
BR0075564R46225,C470740,BR0075564,TD Curitiba,FADEL,M1,R,15.0,28,1.8666666666666667,10.5,17.5,2026-07-22,
BR0075595R46225,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-22,
BR0075598R46225,C470749,BR0075598,TD Curitiba,FADEL,M1,R,35.0,0,0.0,24.5,-24.5,2026-07-22,
BR0075727R46225,C470905,BR0075727,TD Curitiba,FADEL,M1,R,47.0,,,32.9,,2026-07-22,
BR0075816R46225,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-22,
BR0075950R46225,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,30.0,0,0.0,21.0,-21.0,2026-07-22,
BR0219554R46225,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0219562R46225,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075813R46225,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0219544R46225,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0219545R46225,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0219549R46225,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075703R46225,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075865R46225,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075849R46225,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075512R46225,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-22,
BR0075841R46225,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075785R46225,C470904,BR0075785,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-22,
BR0075542R46225,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0422998R46225,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0422999R46225,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0423000R46225,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0423001R46225,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0423002R46225,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075882R46225,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0219552R46225,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0219546R46225,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0219599R46225,C470808,BR0219599,TD Curitiba,FADEL,M1,R,9.0,50,5.555555555555555,6.3,43.7,2026-07-22,
BR0219600R46225,C470809,BR0219600,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0219601R46225,C470810,BR0219601,TD Curitiba,FADEL,M1,R,28.0,,,19.599999999999998,,2026-07-22,
BR0219603R46225,C470823,BR0219603,TD Curitiba,FADEL,M1,R,4.0,0,0.0,2.8,-2.8,2026-07-22,
BR0219605R46225,C470824,BR0219605,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-22,
BR0219606R46225,C470825,BR0219606,TD Curitiba,FADEL,M1,R,36.0,,,25.2,,2026-07-22,
BR0219609R46225,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0219610R46225,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075562R46225,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075684R46225,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075652R46225,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0219608R46225,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075807R46225,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075798R46225,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075774R46225,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075712R46225,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075595R46225,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-22,
BR0075783R46225,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-22,
BR0075507R46225,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,14,,0.0,14.0,2026-07-22,
BR0075522R46225,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,9.0,,,6.3,,2026-07-22,
BR0075549R46225,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,31.0,,,21.7,,2026-07-22,
BR0075781R46225,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,18.0,0,0.0,12.6,-12.6,2026-07-22,
BR0075802R46225,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,25.0,39,1.56,17.5,21.5,2026-07-22,
BR0442251R46225,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442252R46225,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442186R46225,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-22,
BR0442230R46225,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442231R46225,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442185R46225,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-22,
BR0442702R46225,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,0,,0.0,0.0,2026-07-22,
BR0347315R46225,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0347316R46225,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442236R46225,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442237R46225,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-22,
BR0442243R46225,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442232R46225,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442240R46225,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-22,
BR0442242R46225,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442233R46225,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-22,
BR0442234R46225,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442235R46225,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442245R46225,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-22,
BR0442246R46225,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-22,
BR0075485R46226,C470741,BR0075485,TD Curitiba,FADEL,M1,R,28.0,,,19.599999999999998,,2026-07-23,
BR0075488R46226,C470038,BR0075488,TD Curitiba,FADEL,M1,R,39.0,2,0.05128205128205128,27.299999999999997,-25.299999999999997,2026-07-23,
BR0075494R46226,C470024,BR0075494,TD Curitiba,FADEL,M1,R,40.0,21,0.525,28.0,-7.0,2026-07-23,
BR0075517R46226,C470831,BR0075517,TD Curitiba,FADEL,M1,R,16.0,,,11.2,,2026-07-23,
BR0075564R46226,C470740,BR0075564,TD Curitiba,FADEL,M1,R,15.0,,,10.5,,2026-07-23,
BR0075595R46226,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-23,
BR0075598R46226,C470749,BR0075598,TD Curitiba,FADEL,M1,R,35.0,0,0.0,24.5,-24.5,2026-07-23,
BR0075727R46226,C470905,BR0075727,TD Curitiba,FADEL,M1,R,47.0,,,32.9,,2026-07-23,
BR0075816R46226,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-23,
BR0075950R46226,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,30.0,14,0.4666666666666667,21.0,-7.0,2026-07-23,
BR0219554R46226,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0219562R46226,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075813R46226,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0219544R46226,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0219545R46226,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0219549R46226,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075703R46226,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075865R46226,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075849R46226,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075512R46226,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075841R46226,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075785R46226,C470904,BR0075785,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075542R46226,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0422998R46226,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0422999R46226,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0423000R46226,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0423001R46226,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0423002R46226,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075882R46226,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0219552R46226,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0219546R46226,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-23,
BR0219599R46226,C470808,BR0219599,TD Curitiba,FADEL,M1,R,9.0,,,6.3,,2026-07-23,
BR0219600R46226,C470809,BR0219600,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0219601R46226,C470810,BR0219601,TD Curitiba,FADEL,M1,R,28.0,0,0.0,19.599999999999998,-19.599999999999998,2026-07-23,
BR0219603R46226,C470823,BR0219603,TD Curitiba,FADEL,M1,R,4.0,,,2.8,,2026-07-23,
BR0219605R46226,C470824,BR0219605,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0219606R46226,C470825,BR0219606,TD Curitiba,FADEL,M1,R,36.0,0,0.0,25.2,-25.2,2026-07-23,
BR0219609R46226,C470827,BR0219609,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0219610R46226,C470828,BR0219610,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075562R46226,C470022,BR0075562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075684R46226,C470739,BR0075684,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075652R46226,C470751,BR0075652,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0219608R46226,C470826,BR0219608,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075807R46226,C470747,BR0075807,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075798R46226,C470748,BR0075798,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075774R46226,C470752,BR0075774,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075712R46226,C470844,BR0075712,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075595R46226,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-23,
BR0075783R46226,C470867,BR0075783,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-23,
BR0075507R46226,C470866,BR0075507,TD Curitiba,FADEL,Grocery,R,,,,0.0,,2026-07-23,
BR0075522R46226,C470906,BR0075522,TD Curitiba,FADEL,Grocery,R,9.0,,,6.3,,2026-07-23,
BR0075549R46226,C470911,BR0075549,TD Curitiba,FADEL,Grocery,R,31.0,,,21.7,,2026-07-23,
BR0075781R46226,C470903,BR0075781,TD Curitiba,FADEL,Grocery,R,18.0,,,12.6,,2026-07-23,
BR0075802R46226,C470746,BR0075802,TD Curitiba,FADEL,Grocery,R,25.0,,,17.5,,2026-07-23,
BR0442251R46226,C470801,BR0442251,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442252R46226,C470802,BR0442252,TV CURITIBA 1,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442186R46226,C470924,BR0442186,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442230R46226,C470907,BR0442230,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442231R46226,C470908,BR0442231,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442185R46226,C470923,BR0442185,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442702R46226,C470803,BR0442702,TV CASCAVEL,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0347315R46226,C470841,BR0347315,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0347316R46226,C470842,BR0347316,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442236R46226,C470976,BR0442236,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442237R46226,C470980,BR0442237,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442243R46226,C470999,BR0442243,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442232R46226,C470909,BR0442232,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442240R46226,C470977,BR0442240,TV CURITIBA 2,BAT,Prompt,R,,0,,0.0,0.0,2026-07-23,
BR0442242R46226,C470958,BR0442242,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442233R46226,C470910,BR0442233,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442234R46226,C470915,BR0442234,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442235R46226,C470920,BR0442235,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442245R46226,C470759,BR0442245,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0442246R46226,C470760,BR0442246,TV CURITIBA 2,BAT,Prompt,R,,,,0.0,,2026-07-23,
BR0075485R46227,C470741,BR0075485,TD Curitiba,FADEL,M1,R,32.0,,,22.4,,2026-07-24,
BR0075488R46227,C470038,BR0075488,TD Curitiba,FADEL,M1,R,31.0,10,0.3225806451612903,21.7,-11.7,2026-07-24,
BR0075494R46227,C470024,BR0075494,TD Curitiba,FADEL,M1,R,33.0,15,0.45454545454545453,23.099999999999998,-8.099999999999998,2026-07-24,
BR0075517R46227,C470831,BR0075517,TD Curitiba,FADEL,M1,R,29.0,,,20.299999999999997,,2026-07-24,
BR0075564R46227,C470740,BR0075564,TD Curitiba,FADEL,M1,R,51.0,29,0.5686274509803921,35.699999999999996,-6.699999999999996,2026-07-24,
BR0075595R46227,C470912,BR0075595,TD Curitiba,FADEL,M1,R,,0,,0.0,0.0,2026-07-24,
BR0075598R46227,C470749,BR0075598,TD Curitiba,FADEL,M1,R,32.0,,,22.4,,2026-07-24,
BR0075727R46227,C470905,BR0075727,TD Curitiba,FADEL,M1,R,15.0,,,10.5,,2026-07-24,
BR0075816R46227,C470744,BR0075816,TD Curitiba,FADEL,M1A,R,,,,0.0,,2026-07-24,
BR0075950R46227,C470901,BR0075950,TD Curitiba,FADEL,M1A,R,31.0,22,0.7096774193548387,21.7,0.3000000000000007,2026-07-24,
BR0219554R46227,C470025,BR0219554,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0219562R46227,C470026,BR0219562,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075813R46227,C470750,BR0075813,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0219544R46227,C470003,BR0219544,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0219545R46227,C470010,BR0219545,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0219549R46227,C470021,BR0219549,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075703R46227,C470742,BR0075703,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075865R46227,C470745,BR0075865,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075849R46227,C470900,BR0075849,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075512R46227,C470902,BR0075512,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075841R46227,C470743,BR0075841,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075785R46227,C470904,BR0075785,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075542R46227,C470868,BR0075542,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0422998R46227,C470027,BR0422998,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0422999R46227,C470028,BR0422999,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0423000R46227,C470033,BR0423000,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0423001R46227,C470101,BR0423001,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0423002R46227,C470102,BR0423002,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0075882R46227,C470870,BR0075882,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0219552R46227,C470023,BR0219552,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0219546R46227,C470014,BR0219546,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0219599R46227,C470808,BR0219599,TD Curitiba,FADEL,M1,R,19.0,,,13.299999999999999,,2026-07-24,
BR0219600R46227,C470809,BR0219600,TD Curitiba,FADEL,M1,R,,,,0.0,,2026-07-24,
BR0219601R46227,C470810,BR0219601,TD Curitiba,FADEL,M1,R,34.0,0,0.0,23.799999999999997,-23.799999999999997,2026-07-24,
BR0219603R46227,C470823,BR0219603,TD Curitiba,FADEL,M1,R,23.0,,,16.099999999999998,,2026-07-24,
